Client version: not initialize
User hash: not initialize
DeviceId hash: not initialize
User gcm token: not initialize
Device params - OS Version: 7.1.1;  Device: Huawei google Nexus 6P ,Build Fingerprint: google/angler/angler:7.1.1/N4F26I/3532671:user/release-keys
	at microsoft.exchange.webservices.data.Folder.bind(Folder.java:50)
	at microsoft.exchange.webservices.data.Folder.bind(Folder.java:91)
	at cp.android.exchange.adapter.CalendarEWSSyncAdapter.performFullSync(CalendarEWSSyncAdapter.java:534)
	at cp.android.exchange.adapter.CalendarEWSSyncAdapter.access$000(CalendarEWSSyncAdapter.java:198)
	at cp.android.exchange.adapter.CalendarEWSSyncAdapter$2.onNext(CalendarEWSSyncAdapter.java:522)
	at cp.android.exchange.adapter.CalendarEWSSyncAdapter$2.onNext(CalendarEWSSyncAdapter.java:512)
	at rx.observers.SafeSubscriber.onNext(SafeSubscriber.java:139)
	at rx.internal.operators.OperatorSubscribeOn$1$1.onNext(OperatorSubscribeOn.java:53)
	at rx.internal.operators.OperatorObserveOn$ObserveOnSubscriber.call(OperatorObserveOn.java:207)
	at rx.internal.schedulers.ScheduledAction.run(ScheduledAction.java:55)
	at android.os.Handler.handleCallback(Handler.java:751)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:154)
	at android.app.ActivityThread.main(ActivityThread.java:6119)
	at java.lang.reflect.Method.invoke(Native Method)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:886)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:776)

01-19 15:28:48.301  4400   740 D Calendar CalendarEWSSyncAdapter.pullModifiedAndNewItems() from Tue Dec 20 15:28:48 GMT+02:00 2016 to Sat Feb 18 15:28:48 GMT+02:00 2017
01-19 15:28:48.309  4400   740 D Calendar CalendarEWSSyncAdapter.currentItemsInDb() found 0 items.
01-19 15:28:48.348  4400   740 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.351  4400   740 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.352  4400   740 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:48.353  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.355  4400   740 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:48.356  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.357  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:48.358  4400   740 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:48.359  4400   740 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:48.359  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:48.360  4400   740 D Infrastructure CPConnection.prepareConnection: set Content-Length = 2162
01-19 15:28:48.365  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:48.365  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:48.366  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 950
01-19 15:28:48.369  4400   740 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:48.369  4400   740 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:48.369  4400   740 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.375  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:48.375  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:48.376  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.406  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 500
01-19 15:28:48.406  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=500 message=Internal Server Error
01-19 15:28:48.407  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:48.407  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.407  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 500
01-19 15:28:48.408  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=500 message=Internal Server Error
01-19 15:28:48.408  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.409  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 500
01-19 15:28:48.409  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=500 message=Internal Server Error
01-19 15:28:48.410  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.410  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 500
01-19 15:28:48.411  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=500 message=Internal Server Error
01-19 15:28:48.411  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.411  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 500
01-19 15:28:48.412  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=500 message=Internal Server Error
01-19 15:28:48.413  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:48.414  4400   731 E Mail EWSStore.Error while getting the folder list
microsoft.exchange.webservices.data.EWSHttpException: Connection Error java.io.FileNotFoundException: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
	at microsoft.exchange.webservices.data.HttpClientWebRequest.getInputStream(HttpClientWebRequest.java:130)
	at microsoft.exchange.webservices.data.ServiceRequestBase.getResponseStream(ServiceRequestBase.java:421)
	at microsoft.exchange.webservices.data.ServiceRequestBase.processWebException(ServiceRequestBase.java:612)
	at microsoft.exchange.webservices.data.ServiceRequestBase.validateAndEmitRequest(ServiceRequestBase.java:788)
	at microsoft.exchange.webservices.data.SimpleServiceRequestBase.validateAndEmitRequestWithRetry(SimpleServiceRequestBase.java:55)
	at microsoft.exchange.webservices.data.SimpleServiceRequestBase.internalExecute(SimpleServiceRequestBase.java:88)
	at microsoft.exchange.webservices.data.MultiResponseServiceRequest.execute(MultiResponseServiceRequest.java:140)
	at microsoft.exchange.webservices.data.ExchangeService.bindToFolder(ExchangeService.java:343)
	at microsoft.exchange.webservices.data.ExchangeService.bindToFolder(ExchangeService.java:367)
	at microsoft.exchange.webservices.data.Folder.bind(Folder.java:50)
	at microsoft.exchange.webservices.data.Folder.bind(Folder.java:91)
	at com.fsck.k9.mail.store.EWSStore.loadSpecialFolders(EWSStore.java:1119)
	at com.fsck.k9.mail.store.EWSStore.getPersonalNamespaces(EWSStore.java:1219)
	at com.fsck.k9.controller.MessagingController.doRefreshRemoteSync(MessagingController.java:1367)
	at com.fsck.k9.mail.store.EWSStore.getFolder(EWSStore.java:1335)
	at com.fsck.k9.controller.MessagingController.synchronizeMailboxSynchronous(MessagingController.java:2464)
	at com.fsck.k9.controller.MessagingController.access$2300(MessagingController.java:160)
	at com.fsck.k9.controller.MessagingController$50.run(MessagingController.java:7173)
	at com.fsck.k9.controller.MessagingController.run(MessagingController.java:653)
	at java.lang.Thread.run(Thread.java:761)

01-19 15:28:48.418  4400   740 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:48.419  4400   740 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:48.419  4400   740 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:48.419  4400   740 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:48.420  4400   740 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:48.419  4400   731 D Mail MessagingController.doRefreshRemoteSync: list folder failed with Exception:
com.fsck.k9.mail.MessagingException: doRefreshRemoteSync: folder list null!
	at com.fsck.k9.controller.MessagingController.doRefreshRemoteSync(MessagingController.java:1377)
	at com.fsck.k9.mail.store.EWSStore.getFolder(EWSStore.java:1335)
	at com.fsck.k9.controller.MessagingController.synchronizeMailboxSynchronous(MessagingController.java:2464)
	at com.fsck.k9.controller.MessagingController.access$2300(MessagingController.java:160)
	at com.fsck.k9.controller.MessagingController$50.run(MessagingController.java:7173)
	at com.fsck.k9.controller.MessagingController.run(MessagingController.java:653)
	at java.lang.Thread.run(Thread.java:761)

01-19 15:28:48.421  4400   740 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:48.423  4400   731 D Mail MessagingController.doRefreshRemoteSync: notifying other waiting threads
01-19 15:28:48.424  4400   731 D Mail MessagingController.putCommand: Command doRefreshRemote was put in queue, current place: 1
01-19 15:28:48.425  4400   731 E Mail MessagingController.synchronizeMailbox
java.lang.Exception: Failed to get folder: Inbox
	at com.fsck.k9.controller.MessagingController.synchronizeMailboxSynchronous(MessagingController.java:2507)
	at com.fsck.k9.controller.MessagingController.access$2300(MessagingController.java:160)
	at com.fsck.k9.controller.MessagingController$50.run(MessagingController.java:7173)
	at com.fsck.k9.controller.MessagingController.run(MessagingController.java:653)
	at java.lang.Thread.run(Thread.java:761)

01-19 15:28:48.433  4400   731 E Mail MessagingController.Exception while processing folder null:Inbox
java.lang.NullPointerException: Attempt to invoke a virtual method on a null object reference
	at com.fsck.k9.controller.MessagingController.synchronizeMailboxSynchronous(MessagingController.java:3126)
	at com.fsck.k9.controller.MessagingController.access$2300(MessagingController.java:160)
	at com.fsck.k9.controller.MessagingController$50.run(MessagingController.java:7173)
	at com.fsck.k9.controller.MessagingController.run(MessagingController.java:653)
	at java.lang.Thread.run(Thread.java:761)

01-19 15:28:48.448  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.455  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.455  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:48.458  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:48.461  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:48.462  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:48.463  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 631
01-19 15:28:48.471  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:48.472  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:48.472  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.480  4400   740 D Calendar CalendarEWSSyncAdapter.fillCalendarInitialContent() retrieved 0 events (total 0)
01-19 15:28:48.480  4400   740 D Calendar CalendarEWSSyncAdapter.removeItemsFromList() initial list size: 0, after removal: 0
01-19 15:28:48.481  4400   740 E Calendar CalendarEWSSyncAdapter.updateItemsInDb(): deleting 0 items
01-19 15:28:48.482  4400   740 D Calendar CalendarEWSSyncAdapter.pullModifiedAndNewItems() finished syncing events to database
01-19 15:28:48.482  4400   740 D Calendar CalendarEWSSyncAdapter.starting enableAlarm 
01-19 15:28:48.489  4400   740 D Calendar CalendarEWSSyncAdapter.enableAlarm calendar is not synced
01-19 15:28:48.489  4400   740 E Calendar CalendarEWSSyncAdapter.cancelAllAlarms starting...
01-19 15:28:48.491  4400   740 E Calendar CalendarEWSSyncAdapter.cancelAllAlarms finishing...
01-19 15:28:48.507  4400   731 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:48.508  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:48.509  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:48.509  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:48.510  4400   740 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:48.510  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:48.510  4400   740 D Workspace AppFramework.shouldAskForPasscode: Passcode was entered in the past.
01-19 15:28:48.511  4400   731 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:48.511  4400   740 V Workspace AppFramework.Debug:[ getAppKTag - @745 ] 
01-19 15:28:48.511  4400   740 V Workspace AppFramework.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=0
01-19 15:28:48.512  4400   740 D AppInfra CpLocker. * Got ktag! container 9271147B20A7A11B64D84F5D4DC1EF3AE4B907B4 for id 172.24.11.149
01-19 15:28:48.513  4400   740 D Calendar RecurrenceEventHelper.CalendarProvider2.postInitialize() Done waiting for key, proceed with init...
01-19 15:28:48.517  4400   740 D Calendar CalendarEWSSyncAdapter.enableAlarm  left-0 right-0#
01-19 15:28:48.523  4400   740 D Calendar CalendarEWSSyncAdapter.pullModifiedAndNewItems() declared successful. Saving last fill time and next fill will continue from this point
01-19 15:28:48.524  4400   740 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:48.524  4400   740 D Workspace AppFramework.shouldAskForPasscode: Passcode was entered in the past.
01-19 15:28:48.525  4400   740 V Workspace AppFramework.Debug:[ getAppKTag - @745 ] 
01-19 15:28:48.526  4400   740 V Workspace AppFramework.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=1
01-19 15:28:48.527  4400   740 D AppInfra CpLocker. * Got ktag! container 9271147B20A7A11B64D84F5D4DC1EF3AE4B907B4 for id 172.24.11.149
01-19 15:28:48.542  4400   740 D Calendar CalendarProvider2.notifyChange: Will notify change!
01-19 15:28:48.564  4400   740 D Calendar CalendarExportDbHelper.isLastExportSuccessful(): SUCCESS (-4)
01-19 15:28:48.565  4400   740 D Calendar CalendarExportUtil.isLastExportSuccessful(): true
01-19 15:28:48.565  4400   740 D Calendar AbstractSyncService.export successful
01-19 15:28:48.569  4400   740 D Calendar CalendarExportDbHelper.isLastExportSuccessful(): SUCCESS (-4)
01-19 15:28:48.569  4400   740 D Calendar CalendarExportUtil.isLastExportSuccessful(): true
01-19 15:28:48.571  4400   740 D Calendar AbstractSyncService.run: will notify done to ExchangeServiceService
01-19 15:28:48.571  4400   740 D Calendar ExchangeServiceService.done: mailbox id: 1
01-19 15:28:48.572  4400   740 D Calendar ExchangeServiceService.releaseMailbox() removing sync service thread from map, id: 1
01-19 15:28:48.572  4400   740 D Calendar ExchangeServiceService.releaseWakeLock: will release wake lock for id: 1
01-19 15:28:48.575  4400   740 D Calendar ExchangeServiceService.done: sync service exit status: 3
01-19 15:28:48.576  4400   740 D Calendar ExchangeServiceService.broadcastDataLoading: broadcasting DATA_LOADING_STATE in progress: false
01-19 15:28:48.578  4400   740 E Calendar AbstractSyncService.Sync ended due to an exception.
01-19 15:28:48.579  4400   740 D Calendar AbstractSyncService.run: end
01-19 15:28:48.587  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.590  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.591  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:48.593  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:48.597  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:48.597  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:48.598  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 1231
01-19 15:28:48.607  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:48.607  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:48.608  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.643  4400   731 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:48.644  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:48.644  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:48.645  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:48.645  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:48.646  4400   731 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:48.859  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.862  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:48.863  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:48.866  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:48.869  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:48.870  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:48.870  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 949
01-19 15:28:48.879  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:48.880  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:48.880  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:48.925  4400   731 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:48.926  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:48.927  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:48.927  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:48.928  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:48.928  4400   731 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:49.012  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.016  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.017  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:49.020  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:49.024  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:49.025  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:49.026  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 950
01-19 15:28:49.037  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:49.037  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:49.038  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:49.065  4400   731 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:49.065  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:49.066  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:49.066  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:49.067  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:49.068  4400   731 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:49.147  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.150  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.151  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:49.154  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:49.158  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:49.159  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:49.160  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 953
01-19 15:28:49.169  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:49.170  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:49.170  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:49.197  4400   731 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:49.198  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:49.199  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:49.199  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:49.200  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:49.201  4400   731 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:49.292  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.296  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.296  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:49.299  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:49.303  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:49.304  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:49.306  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 956
01-19 15:28:49.315  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:49.315  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:49.316  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:49.343  4400   731 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:49.344  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:49.344  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:49.344  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:49.345  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:49.346  4400   731 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:49.433  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.437  4400   731 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:49.438  4400   731 V Infrastructure CPConnection.getOutputStream: called
01-19 15:28:49.441  4400   731 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:49.446  4400   731 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/CPCVPN-Business-Mail/
01-19 15:28:49.446  4400   731 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:49.448  4400   731 D Infrastructure CPConnection.prepareConnection: set Content-Length = 950
01-19 15:28:49.457  4400   731 D Outlook ServiceRequestBase.::emit() will execute request now...
01-19 15:28:49.458  4400   731 D Outlook ServiceRequestBase.::emit() request executed, will get response...
01-19 15:28:49.459  4400   731 V Infrastructure CPConnection.getResponseCode: called
01-19 15:28:49.484  4400   731 V Infrastructure CPConnection.getResponseCode: site state = CONNECTED
01-19 15:28:49.484  4400   731 V Infrastructure CPConnection.getResponseCode: response code = 200
01-19 15:28:49.485  4400   731 D Outlook HttpClientWebRequest.getResponseCode: code=200 message=OK
01-19 15:28:49.485  4400   731 D Outlook ServiceRequestBase.::emit() got response!
01-19 15:28:49.486  4400   731 V Infrastructure CPConnection.getInputStream: called
01-19 15:28:49.487  4400   731 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:49.567  4400   731 I Mail MessagingController.doRefreshRemoteSync: (Remote) #Folders:5
01-19 15:28:49.627  4400   731 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:49.628  4400   731 D Workspace AppFramework.shouldAskForPasscode: Passcode was entered in the past.
01-19 15:28:49.629  4400   731 V Workspace AppFramework.Debug:[ getAppKTag - @745 ] 
01-19 15:28:49.630  4400   731 V Workspace AppFramework.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=2
01-19 15:28:49.634  4400   731 D AppInfra CpLocker. * Got ktag! container 9271147B20A7A11B64D84F5D4DC1EF3AE4B907B4 for id 172.24.11.149
01-19 15:28:49.635  4400   731 D Mail EWSStore.com.fsck.k9.mail.store.EWSStore::getMailValStorageConnection:: Enter
01-19 15:28:49.642  4400   731 V Infrastructure CPConnection.startAsyncConnection: Sending connection on threadThread[CPConnectionThread 731,5,main]
01-19 15:28:49.644  4400   731 D Mail MessagingController.doRefreshRemoteSync: notifying other waiting threads
01-19 15:28:49.650  4400   744 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:49.655  4400   744 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/MobileApp/Portal/ValStorage
01-19 15:28:49.655  4400   744 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:49.660  4400   744 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Content-Type=[application/x-www-form-urlencoded]; Cookie=[CVPNPSESSION=98aaf58fa16c35cdc5e991a67ab22784; CPCVPN_SESSION_ID=-657758313;  CPCVPN_BASE_HOST=172.24.11.149; CPCVPN_OBSCURE_KEY=467793817;  exchangecookie=93f5b97bcd694f75903863f22be76110;  CPCVPN_SDATA_VERSION="0"; $Path="/"; $Domain="172.24.11.149" ]; Referer=[https://172.24.11.149/sslvpn/MobileApp/]; X-CPCVPN-MobileAgent=[App] 
01-19 15:28:49.668  4400   744 V Infrastructure CPConnection.startSyncConnection: Sending: 
action=1&key=MTcyLjI0LjExLjE0OV9hbGtoX3B1c2hTZWFyY2hGb2xkZXJJZHM=
&value=***&requestId=1
01-19 15:28:49.689  4400   744 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:28:49.690  4400   744 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:49.694  4400   744 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"requestId":"1","value":***,"status":"Success","errorMessage":""}
01-19 15:28:49.695  4400   744 V Infrastructure CPConnection.startAsyncConnection: Connection success
01-19 15:28:49.695  4400   744 D Mail MailValStorageResponseHandler.GetClientCustomSettingsResponseHandler::run::  connection success, sending notification
01-19 15:28:49.696  4400   744 D Mail MailValStorageResponseHandler.com.fsck.k9.communication.MailValStorageResponseHandler::run:: no folder ids stored on the GW
01-19 15:28:49.696  4400   744 D Mail MessagingController.updateSearchFolderIds()
01-19 15:28:49.697  4400   744 D Mail MessagingController.putCommand: Command updateSearchFolderIdsSynchronous was put in queue, current place: 0
01-19 15:28:50.096  4400     1 I Workspace AppListScreen.onPause()
01-19 15:28:50.097  4400     1 I Workspace AppActivityLifecycleHandler.onActivityPaused( AppListScreen, Activity HashCode: 121546221, Task ID: 213 ) PAUSED.
01-19 15:28:50.097  4400     1 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 15:28:50.116  4400     1 I Mail CpMailCleaner.setCleanDone: false
01-19 15:28:50.116  4400     1 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 15:28:50.128  4400     1 I Calendar CpCalendarCleaner.setCleanDone: false
01-19 15:28:50.128  4400     1 V Contacts CpContactsCleaner.setCleanDone(false)
01-19 15:28:50.131  4400     1 I AppInfra CpCleaner.setAlarm: cp.mobile.infra.CpCleanerService.CLEANUP_ALARM was set for Thu Jan 19 21:28:50 GMT+02:00 2017
01-19 15:28:50.259  4400   631 D Workspace BaseCommActivity.********** finalize: class com.CheckPoint.SSLVpn.UI.Authentication.AuthScreen **********
01-19 15:28:50.554  4400     1 I Workspace AppActivityLifecycleHandler.onActivityCreated( WrappedStoreListActivity, Activity HashCode: 42546792, Task ID: 213, null ) CREATED.
